Cur_Team,Opponent,elo_i,opp_elo_i,pred
TRH,NYK,1208.3134,1255.6846,-2
TRH,CHS,1208.3134,1482.5576,-10
TRH,DTF,1208.3134,1199.1213,0
TRH,WSC,1208.3134,1370.736,-6
TRH,BOS,1208.3134,1524.5715,-11
TRH,PRO,1208.3134,1230.696,-1
TRH,PIT,1208.3134,1111.4615,3
TRH,STB,1208.3134,1395.8203,-7
TRH,CLR,1208.3134,1287.1998,-3
TRH,PHW,1208.3134,1569.9929,-13
TRH,BLB,1208.3134,1268.1525,-2
TRH,INJ,1208.3134,1312.3342,-4
TRH,FTW,1208.3134,1433.4027,-8
TRH,MNL,1208.3134,1461.1439,-9
TRH,ROC,1208.3134,1462.6226,-9
TRH,TRI,1208.3134,1398.8395,-7
TRH,DNN,1208.3134,1171.1479,1
TRH,INO,1208.3134,1439.172,-8
TRH,SHE,1208.3134,1300.2838,-3
TRH,WAT,1208.3134,1330.1293,-4
TRH,AND,1208.3134,1525.3302,-11
TRH,SYR,1208.3134,1559.7542,-12
TRH,MLH,1208.3134,1467.2375,-9
TRH,STL,1208.3134,1526.5026,-11
TRH,DET,1208.3134,1461.0784,-9
TRH,CIN,1208.3134,1401.92,-7
TRH,LAL,1208.3134,1283.2395,-3
TRH,CHP,1208.3134,1253.2574,-2
TRH,CHZ,1208.3134,1361.585,-5
TRH,SFW,1208.3134,1410.2909,-7
TRH,BAL,1208.3134,1510.1842,-11
TRH,PHI,1208.3134,1276.1891,-2
TRH,CHI,1208.3134,1591.0453,-13
TRH,SEA,1208.3134,1303.0555,-3
TRH,OAK,1208.3134,1530.7813,-11
TRH,ANA,1208.3134,1157.6787,2
TRH,INA,1208.3134,1505.9175,-10
TRH,SDR,1208.3134,1497.4712,-10
TRH,KEN,1208.3134,1546.7833,-12
TRH,DNR,1208.3134,1399.2731,-7
TRH,DLC,1208.3134,1337.0886,-5
TRH,HSM,1208.3134,1218.2058,0
TRH,NOB,1208.3134,1404.6008,-7
TRH,MNM,1208.3134,1363.6349,-5
TRH,NJA,1208.3134,1288.5856,-3
TRH,PTP,1208.3134,1285.795,-3
TRH,ATL,1208.3134,1580.7914,-13
TRH,MIL,1208.3134,1443.2714,-8
TRH,PHO,1208.3134,1466.8416,-9
TRH,NYA,1208.3134,1613.9209,-14
TRH,MMF,1208.3134,1208.356,0
TRH,MNP,1208.3134,1305.5549,-3
TRH,LAS,1208.3134,1437.8818,-8
TRH,CAR,1208.3134,1457.708,-9
TRH,WSA,1208.3134,1423.321,-8
TRH,BUF,1208.3134,1362.5,-5
TRH,CLE,1208.3134,1692.0859,-17
TRH,UTS,1208.3134,1458.4646,-9
TRH,FLO,1208.3134,1359.4403,-5
TRH,PTC,1208.3134,1222.6328,-1
TRH,POR,1208.3134,1556.7389,-12
TRH,VIR,1208.3134,1284.5851,-3
TRH,TEX,1208.3134,1337.9463,-5
TRH,MMP,1208.3134,1260.14,-2
TRH,HOU,1208.3134,1654.6359,-16
TRH,GSW,1208.3134,1822.2881,-22
TRH,KCO,1208.3134,1469.8723,-9
TRH,MMT,1208.3134,1296.172,-3
TRH,SDA,1208.3134,1327.7251,-4
TRH,CAP,1208.3134,1516.371,-11
TRH,SAA,1208.3134,1622.063,-15
TRH,NOJ,1208.3134,1349.8588,-5
TRH,MMS,1208.3134,1374.5734,-6
TRH,DNA,1208.3134,1618.8855,-14
TRH,SSL,1208.3134,1449.8413,-8
TRH,WSB,1208.3134,1560.2122,-12
TRH,KCK,1208.3134,1438.9736,-8
TRH,SDS,1208.3134,1365.5189,-6
TRH,IND,1208.3134,1504.8713,-10
TRH,NYN,1208.3134,1290.3521,-3
TRH,DEN,1208.3134,1422.3618,-8
TRH,SAS,1208.3134,1720.9634,-18
TRH,NJN,1208.3134,1326.9081,-4
TRH,SDC,1208.3134,1413.1757,-7
TRH,UTA,1208.3134,1555.2854,-12
TRH,DAL,1208.3134,1556.583,-12
TRH,LAC,1208.3134,1694.5431,-17
TRH,SAC,1208.3134,1418.2802,-7
TRH,CHH,1208.3134,1553.0612,-12
TRH,MIA,1208.3134,1455.8601,-9
TRH,MIN,1208.3134,1263.958,-2
TRH,ORL,1208.3134,1311.8915,-4
TRH,VAN,1208.3134,1352.9355,-5
TRH,TOR,1208.3134,1500.3939,-10
TRH,WAS,1208.3134,1546.1045,-12
TRH,MEM,1208.3134,1608.3455,-14
TRH,NOH,1208.3134,1401.8344,-7
TRH,CHA,1208.3134,1513.004,-11
TRH,NOK,1208.3134,1499.1818,-10
TRH,OKC,1208.3134,1583.2285,-13
TRH,BRK,1208.3134,1457.7372,-9
TRH,NOP,1208.3134,1526.5709,-11
TRH,CHO,1208.3134,1400.7305,-7
NYK,TRH,1255.6846,1208.3134,2
NYK,CHS,1255.6846,1482.5576,-8
NYK,DTF,1255.6846,1199.1213,2
NYK,WSC,1255.6846,1370.736,-4
NYK,BOS,1255.6846,1524.5715,-9
NYK,PRO,1255.6846,1230.696,1
NYK,PIT,1255.6846,1111.4615,5
NYK,STB,1255.6846,1395.8203,-5
NYK,CLR,1255.6846,1287.1998,-1
NYK,PHW,1255.6846,1569.9929,-11
NYK,BLB,1255.6846,1268.1525,0
NYK,INJ,1255.6846,1312.3342,-2
NYK,FTW,1255.6846,1433.4027,-6
NYK,MNL,1255.6846,1461.1439,-7
NYK,ROC,1255.6846,1462.6226,-7
NYK,TRI,1255.6846,1398.8395,-5
NYK,DNN,1255.6846,1171.1479,3
NYK,INO,1255.6846,1439.172,-6
NYK,SHE,1255.6846,1300.2838,-2
NYK,WAT,1255.6846,1330.1293,-3
NYK,AND,1255.6846,1525.3302,-9
NYK,SYR,1255.6846,1559.7542,-11
NYK,MLH,1255.6846,1467.2375,-7
NYK,STL,1255.6846,1526.5026,-10
NYK,DET,1255.6846,1461.0784,-7
NYK,CIN,1255.6846,1401.92,-5
NYK,LAL,1255.6846,1283.2395,-1
NYK,CHP,1255.6846,1253.2574,0
NYK,CHZ,1255.6846,1361.585,-4
NYK,SFW,1255.6846,1410.2909,-5
NYK,BAL,1255.6846,1510.1842,-9
NYK,PHI,1255.6846,1276.1891,-1
NYK,CHI,1255.6846,1591.0453,-12
NYK,SEA,1255.6846,1303.0555,-2
NYK,OAK,1255.6846,1530.7813,-10
NYK,ANA,1255.6846,1157.6787,3
NYK,INA,1255.6846,1505.9175,-9
NYK,SDR,1255.6846,1497.4712,-9
NYK,KEN,1255.6846,1546.7833,-10
NYK,DNR,1255.6846,1399.2731,-5
NYK,DLC,1255.6846,1337.0886,-3
NYK,HSM,1255.6846,1218.2058,1
NYK,NOB,1255.6846,1404.6008,-5
NYK,MNM,1255.6846,1363.6349,-4
NYK,NJA,1255.6846,1288.5856,-1
NYK,PTP,1255.6846,1285.795,-1
NYK,ATL,1255.6846,1580.7914,-11
NYK,MIL,1255.6846,1443.2714,-7
NYK,PHO,1255.6846,1466.8416,-7
NYK,NYA,1255.6846,1613.9209,-13
NYK,MMF,1255.6846,1208.356,2
NYK,MNP,1255.6846,1305.5549,-2
NYK,LAS,1255.6846,1437.8818,-6
NYK,CAR,1255.6846,1457.708,-7
NYK,WSA,1255.6846,1423.321,-6
NYK,BUF,1255.6846,1362.5,-4
NYK,CLE,1255.6846,1692.0859,-15
NYK,UTS,1255.6846,1458.4646,-7
NYK,FLO,1255.6846,1359.4403,-4
NYK,PTC,1255.6846,1222.6328,1
NYK,POR,1255.6846,1556.7389,-11
NYK,VIR,1255.6846,1284.5851,-1
NYK,TEX,1255.6846,1337.9463,-3
NYK,MMP,1255.6846,1260.14,0
NYK,HOU,1255.6846,1654.6359,-14
NYK,GSW,1255.6846,1822.2881,-20
NYK,KCO,1255.6846,1469.8723,-8
NYK,MMT,1255.6846,1296.172,-1
NYK,SDA,1255.6846,1327.7251,-3
NYK,CAP,1255.6846,1516.371,-9
NYK,SAA,1255.6846,1622.063,-13
NYK,NOJ,1255.6846,1349.8588,-3
NYK,MMS,1255.6846,1374.5734,-4
NYK,DNA,1255.6846,1618.8855,-13
NYK,SSL,1255.6846,1449.8413,-7
NYK,WSB,1255.6846,1560.2122,-11
NYK,KCK,1255.6846,1438.9736,-6
NYK,SDS,1255.6846,1365.5189,-4
NYK,IND,1255.6846,1504.8713,-9
NYK,NYN,1255.6846,1290.3521,-1
NYK,DEN,1255.6846,1422.3618,-6
NYK,SAS,1255.6846,1720.9634,-16
NYK,NJN,1255.6846,1326.9081,-3
NYK,SDC,1255.6846,1413.1757,-6
NYK,UTA,1255.6846,1555.2854,-11
NYK,DAL,1255.6846,1556.583,-11
NYK,LAC,1255.6846,1694.5431,-15
NYK,SAC,1255.6846,1418.2802,-6
NYK,CHH,1255.6846,1553.0612,-10
NYK,MIA,1255.6846,1455.8601,-7
NYK,MIN,1255.6846,1263.958,0
NYK,ORL,1255.6846,1311.8915,-2
NYK,VAN,1255.6846,1352.9355,-3
NYK,TOR,1255.6846,1500.3939,-9
NYK,WAS,1255.6846,1546.1045,-10
NYK,MEM,1255.6846,1608.3455,-12
NYK,NOH,1255.6846,1401.8344,-5
NYK,CHA,1255.6846,1513.004,-9
NYK,NOK,1255.6846,1499.1818,-9
NYK,OKC,1255.6846,1583.2285,-12
NYK,BRK,1255.6846,1457.7372,-7
NYK,NOP,1255.6846,1526.5709,-10
NYK,CHO,1255.6846,1400.7305,-5
CHS,TRH,1482.5576,1208.3134,10
CHS,NYK,1482.5576,1255.6846,8
CHS,DTF,1482.5576,1199.1213,10
CHS,WSC,1482.5576,1370.736,4
CHS,BOS,1482.5576,1524.5715,-1
CHS,PRO,1482.5576,1230.696,9
CHS,PIT,1482.5576,1111.4615,13
CHS,STB,1482.5576,1395.8203,3
CHS,CLR,1482.5576,1287.1998,7
CHS,PHW,1482.5576,1569.9929,-3
CHS,BLB,1482.5576,1268.1525,7
CHS,INJ,1482.5576,1312.3342,6
CHS,FTW,1482.5576,1433.4027,2
CHS,MNL,1482.5576,1461.1439,1
CHS,ROC,1482.5576,1462.6226,1
CHS,TRI,1482.5576,1398.8395,3
CHS,DNN,1482.5576,1171.1479,11
CHS,INO,1482.5576,1439.172,2
CHS,SHE,1482.5576,1300.2838,6
CHS,WAT,1482.5576,1330.1293,5
CHS,AND,1482.5576,1525.3302,-2
CHS,SYR,1482.5576,1559.7542,-3
CHS,MLH,1482.5576,1467.2375,1
CHS,STL,1482.5576,1526.5026,-2
CHS,DET,1482.5576,1461.0784,1
CHS,CIN,1482.5576,1401.92,3
CHS,LAL,1482.5576,1283.2395,7
CHS,CHP,1482.5576,1253.2574,8
CHS,CHZ,1482.5576,1361.585,4
CHS,SFW,1482.5576,1410.2909,3
CHS,BAL,1482.5576,1510.1842,-1
CHS,PHI,1482.5576,1276.1891,7
CHS,CHI,1482.5576,1591.0453,-4
CHS,SEA,1482.5576,1303.0555,6
CHS,OAK,1482.5576,1530.7813,-2
CHS,ANA,1482.5576,1157.6787,11
CHS,INA,1482.5576,1505.9175,-1
CHS,SDR,1482.5576,1497.4712,-1
CHS,KEN,1482.5576,1546.7833,-2
CHS,DNR,1482.5576,1399.2731,3
CHS,DLC,1482.5576,1337.0886,5
CHS,HSM,1482.5576,1218.2058,9
CHS,NOB,1482.5576,1404.6008,3
CHS,MNM,1482.5576,1363.6349,4
CHS,NJA,1482.5576,1288.5856,7
CHS,PTP,1482.5576,1285.795,7
CHS,ATL,1482.5576,1580.7914,-3
CHS,MIL,1482.5576,1443.2714,1
CHS,PHO,1482.5576,1466.8416,1
CHS,NYA,1482.5576,1613.9209,-5
CHS,MMF,1482.5576,1208.356,10
CHS,MNP,1482.5576,1305.5549,6
CHS,LAS,1482.5576,1437.8818,2
CHS,CAR,1482.5576,1457.708,1
CHS,WSA,1482.5576,1423.321,2
CHS,BUF,1482.5576,1362.5,4
CHS,CLE,1482.5576,1692.0859,-7
CHS,UTS,1482.5576,1458.4646,1
CHS,FLO,1482.5576,1359.4403,4
CHS,PTC,1482.5576,1222.6328,9
CHS,POR,1482.5576,1556.7389,-3
CHS,VIR,1482.5576,1284.5851,7
CHS,TEX,1482.5576,1337.9463,5
CHS,MMP,1482.5576,1260.14,8
CHS,HOU,1482.5576,1654.6359,-6
CHS,GSW,1482.5576,1822.2881,-12
CHS,KCO,1482.5576,1469.8723,0
CHS,MMT,1482.5576,1296.172,7
CHS,SDA,1482.5576,1327.7251,5
CHS,CAP,1482.5576,1516.371,-1
CHS,SAA,1482.5576,1622.063,-5
CHS,NOJ,1482.5576,1349.8588,5
CHS,MMS,1482.5576,1374.5734,4
CHS,DNA,1482.5576,1618.8855,-5
CHS,SSL,1482.5576,1449.8413,1
CHS,WSB,1482.5576,1560.2122,-3
CHS,KCK,1482.5576,1438.9736,2
CHS,SDS,1482.5576,1365.5189,4
CHS,IND,1482.5576,1504.8713,-1
CHS,NYN,1482.5576,1290.3521,7
CHS,DEN,1482.5576,1422.3618,2
CHS,SAS,1482.5576,1720.9634,-8
CHS,NJN,1482.5576,1326.9081,5
CHS,SDC,1482.5576,1413.1757,2
CHS,UTA,1482.5576,1555.2854,-3
CHS,DAL,1482.5576,1556.583,-3
CHS,LAC,1482.5576,1694.5431,-7
CHS,SAC,1482.5576,1418.2802,2
CHS,CHH,1482.5576,1553.0612,-2
CHS,MIA,1482.5576,1455.8601,1
CHS,MIN,1482.5576,1263.958,8
CHS,ORL,1482.5576,1311.8915,6
CHS,VAN,1482.5576,1352.9355,5
CHS,TOR,1482.5576,1500.3939,-1
CHS,WAS,1482.5576,1546.1045,-2
CHS,MEM,1482.5576,1608.3455,-4
CHS,NOH,1482.5576,1401.8344,3
CHS,CHA,1482.5576,1513.004,-1
CHS,NOK,1482.5576,1499.1818,-1
CHS,OKC,1482.5576,1583.2285,-4
CHS,BRK,1482.5576,1457.7372,1
CHS,NOP,1482.5576,1526.5709,-2
CHS,CHO,1482.5576,1400.7305,3
DTF,TRH,1199.1213,1208.3134,0
DTF,NYK,1199.1213,1255.6846,-2
DTF,CHS,1199.1213,1482.5576,-10
DTF,WSC,1199.1213,1370.736,-6
DTF,BOS,1199.1213,1524.5715,-11
DTF,PRO,1199.1213,1230.696,-1
DTF,PIT,1199.1213,1111.4615,3
DTF,STB,1199.1213,1395.8203,-7
DTF,CLR,1199.1213,1287.1998,-3
DTF,PHW,1199.1213,1569.9929,-13
DTF,BLB,1199.1213,1268.1525,-2
DTF,INJ,1199.1213,1312.3342,-4
DTF,FTW,1199.1213,1433.4027,-8
DTF,MNL,1199.1213,1461.1439,-9
DTF,ROC,1199.1213,1462.6226,-9
DTF,TRI,1199.1213,1398.8395,-7
DTF,DNN,1199.1213,1171.1479,1
DTF,INO,1199.1213,1439.172,-8
DTF,SHE,1199.1213,1300.2838,-4
DTF,WAT,1199.1213,1330.1293,-5
DTF,AND,1199.1213,1525.3302,-11
DTF,SYR,1199.1213,1559.7542,-13
DTF,MLH,1199.1213,1467.2375,-9
DTF,STL,1199.1213,1526.5026,-12
DTF,DET,1199.1213,1461.0784,-9
DTF,CIN,1199.1213,1401.92,-7
DTF,LAL,1199.1213,1283.2395,-3
DTF,CHP,1199.1213,1253.2574,-2
DTF,CHZ,1199.1213,1361.585,-6
DTF,SFW,1199.1213,1410.2909,-7
DTF,BAL,1199.1213,1510.1842,-11
DTF,PHI,1199.1213,1276.1891,-3
DTF,CHI,1199.1213,1591.0453,-14
DTF,SEA,1199.1213,1303.0555,-4
DTF,OAK,1199.1213,1530.7813,-12
DTF,ANA,1199.1213,1157.6787,1
DTF,INA,1199.1213,1505.9175,-11
DTF,SDR,1199.1213,1497.4712,-10
DTF,KEN,1199.1213,1546.7833,-12
DTF,DNR,1199.1213,1399.2731,-7
DTF,DLC,1199.1213,1337.0886,-5
DTF,HSM,1199.1213,1218.2058,-1
DTF,NOB,1199.1213,1404.6008,-7
DTF,MNM,1199.1213,1363.6349,-6
DTF,NJA,1199.1213,1288.5856,-3
DTF,PTP,1199.1213,1285.795,-3
DTF,ATL,1199.1213,1580.7914,-13
DTF,MIL,1199.1213,1443.2714,-9
DTF,PHO,1199.1213,1466.8416,-9
DTF,NYA,1199.1213,1613.9209,-15
DTF,MMF,1199.1213,1208.356,0
DTF,MNP,1199.1213,1305.5549,-4
DTF,LAS,1199.1213,1437.8818,-8
DTF,CAR,1199.1213,1457.708,-9
DTF,WSA,1199.1213,1423.321,-8
DTF,BUF,1199.1213,1362.5,-6
DTF,CLE,1199.1213,1692.0859,-17
DTF,UTS,1199.1213,1458.4646,-9
DTF,FLO,1199.1213,1359.4403,-6
DTF,PTC,1199.1213,1222.6328,-1
DTF,POR,1199.1213,1556.7389,-13
DTF,VIR,1199.1213,1284.5851,-3
DTF,TEX,1199.1213,1337.9463,-5
DTF,MMP,1199.1213,1260.14,-2
DTF,HOU,1199.1213,1654.6359,-16
DTF,GSW,1199.1213,1822.2881,-22
DTF,KCO,1199.1213,1469.8723,-10
DTF,MMT,1199.1213,1296.172,-3
DTF,SDA,1199.1213,1327.7251,-5
DTF,CAP,1199.1213,1516.371,-11
DTF,SAA,1199.1213,1622.063,-15
DTF,NOJ,1199.1213,1349.8588,-5
DTF,MMS,1199.1213,1374.5734,-6
DTF,DNA,1199.1213,1618.8855,-15
DTF,SSL,1199.1213,1449.8413,-9
DTF,WSB,1199.1213,1560.2122,-13
DTF,KCK,1199.1213,1438.9736,-8
DTF,SDS,1199.1213,1365.5189,-6
DTF,IND,1199.1213,1504.8713,-11
DTF,NYN,1199.1213,1290.3521,-3
DTF,DEN,1199.1213,1422.3618,-8
DTF,SAS,1199.1213,1720.9634,-18
DTF,NJN,1199.1213,1326.9081,-5
DTF,SDC,1199.1213,1413.1757,-8
DTF,UTA,1199.1213,1555.2854,-13
DTF,DAL,1199.1213,1556.583,-13
DTF,LAC,1199.1213,1694.5431,-17
DTF,SAC,1199.1213,1418.2802,-8
DTF,CHH,1199.1213,1553.0612,-12
DTF,MIA,1199.1213,1455.8601,-9
DTF,MIN,1199.1213,1263.958,-2
DTF,ORL,1199.1213,1311.8915,-4
DTF,VAN,1199.1213,1352.9355,-5
DTF,TOR,1199.1213,1500.3939,-11
DTF,WAS,1199.1213,1546.1045,-12
DTF,MEM,1199.1213,1608.3455,-14
DTF,NOH,1199.1213,1401.8344,-7
DTF,CHA,1199.1213,1513.004,-11
DTF,NOK,1199.1213,1499.1818,-11
DTF,OKC,1199.1213,1583.2285,-13
DTF,BRK,1199.1213,1457.7372,-9
DTF,NOP,1199.1213,1526.5709,-12
DTF,CHO,1199.1213,1400.7305,-7
WSC,TRH,1370.736,1208.3134,6
WSC,NYK,1370.736,1255.6846,4
WSC,CHS,1370.736,1482.5576,-4
WSC,DTF,1370.736,1199.1213,6
WSC,BOS,1370.736,1524.5715,-5
WSC,PRO,1370.736,1230.696,5
WSC,PIT,1370.736,1111.4615,9
WSC,STB,1370.736,1395.8203,-1
WSC,CLR,1370.736,1287.1998,3
WSC,PHW,1370.736,1569.9929,-7
WSC,BLB,1370.736,1268.1525,4
WSC,INJ,1370.736,1312.3342,2
WSC,FTW,1370.736,1433.4027,-2
WSC,MNL,1370.736,1461.1439,-3
WSC,ROC,1370.736,1462.6226,-3
WSC,TRI,1370.736,1398.8395,-1
WSC,DNN,1370.736,1171.1479,7
WSC,INO,1370.736,1439.172,-2
WSC,SHE,1370.736,1300.2838,2
WSC,WAT,1370.736,1330.1293,1
WSC,AND,1370.736,1525.3302,-5
WSC,SYR,1370.736,1559.7542,-7
WSC,MLH,1370.736,1467.2375,-3
WSC,STL,1370.736,1526.5026,-5
WSC,DET,1370.736,1461.0784,-3
WSC,CIN,1370.736,1401.92,-1
WSC,LAL,1370.736,1283.2395,3
WSC,CHP,1370.736,1253.2574,4
WSC,CHZ,1370.736,1361.585,0
WSC,SFW,1370.736,1410.2909,-1
WSC,BAL,1370.736,1510.1842,-5
WSC,PHI,1370.736,1276.1891,3
WSC,CHI,1370.736,1591.0453,-8
WSC,SEA,1370.736,1303.0555,2
WSC,OAK,1370.736,1530.7813,-6
WSC,ANA,1370.736,1157.6787,7
WSC,INA,1370.736,1505.9175,-5
WSC,SDR,1370.736,1497.4712,-4
WSC,KEN,1370.736,1546.7833,-6
WSC,DNR,1370.736,1399.2731,-1
WSC,DLC,1370.736,1337.0886,1
WSC,HSM,1370.736,1218.2058,5
WSC,NOB,1370.736,1404.6008,-1
WSC,MNM,1370.736,1363.6349,0
WSC,NJA,1370.736,1288.5856,3
WSC,PTP,1370.736,1285.795,3
WSC,ATL,1370.736,1580.7914,-7
WSC,MIL,1370.736,1443.2714,-3
WSC,PHO,1370.736,1466.8416,-3
WSC,NYA,1370.736,1613.9209,-9
WSC,MMF,1370.736,1208.356,6
WSC,MNP,1370.736,1305.5549,2
WSC,LAS,1370.736,1437.8818,-2
WSC,CAR,1370.736,1457.708,-3
WSC,WSA,1370.736,1423.321,-2
WSC,BUF,1370.736,1362.5,0
WSC,CLE,1370.736,1692.0859,-11
WSC,UTS,1370.736,1458.4646,-3
WSC,FLO,1370.736,1359.4403,0
WSC,PTC,1370.736,1222.6328,5
WSC,POR,1370.736,1556.7389,-7
WSC,VIR,1370.736,1284.5851,3
WSC,TEX,1370.736,1337.9463,1
WSC,MMP,1370.736,1260.14,4
WSC,HOU,1370.736,1654.6359,-10
WSC,GSW,1370.736,1822.2881,-16
WSC,KCO,1370.736,1469.8723,-3
WSC,MMT,1370.736,1296.172,3
WSC,SDA,1370.736,1327.7251,1
WSC,CAP,1370.736,1516.371,-5
WSC,SAA,1370.736,1622.063,-9
WSC,NOJ,1370.736,1349.8588,1
WSC,MMS,1370.736,1374.5734,0
WSC,DNA,1370.736,1618.8855,-9
WSC,SSL,1370.736,1449.8413,-3
WSC,WSB,1370.736,1560.2122,-7
WSC,KCK,1370.736,1438.9736,-2
WSC,SDS,1370.736,1365.5189,0
WSC,IND,1370.736,1504.8713,-5
WSC,NYN,1370.736,1290.3521,3
WSC,DEN,1370.736,1422.3618,-2
WSC,SAS,1370.736,1720.9634,-12
WSC,NJN,1370.736,1326.9081,2
WSC,SDC,1370.736,1413.1757,-2
WSC,UTA,1370.736,1555.2854,-6
WSC,DAL,1370.736,1556.583,-7
WSC,LAC,1370.736,1694.5431,-11
WSC,SAC,1370.736,1418.2802,-2
WSC,CHH,1370.736,1553.0612,-6
WSC,MIA,1370.736,1455.8601,-3
WSC,MIN,1370.736,1263.958,4
WSC,ORL,1370.736,1311.8915,2
WSC,VAN,1370.736,1352.9355,1
WSC,TOR,1370.736,1500.3939,-5
WSC,WAS,1370.736,1546.1045,-6
WSC,MEM,1370.736,1608.3455,-8
WSC,NOH,1370.736,1401.8344,-1
WSC,CHA,1370.736,1513.004,-5
WSC,NOK,1370.736,1499.1818,-5
WSC,OKC,1370.736,1583.2285,-7
WSC,BRK,1370.736,1457.7372,-3
WSC,NOP,1370.736,1526.5709,-5
WSC,CHO,1370.736,1400.7305,-1
BOS,TRH,1524.5715,1208.3134,11
BOS,NYK,1524.5715,1255.6846,9
BOS,CHS,1524.5715,1482.5576,1
BOS,DTF,1524.5715,1199.1213,11
BOS,WSC,1524.5715,1370.736,5
BOS,PRO,1524.5715,1230.696,10
BOS,PIT,1524.5715,1111.4615,14
BOS,STB,1524.5715,1395.8203,5
BOS,CLR,1524.5715,1287.1998,8
BOS,PHW,1524.5715,1569.9929,-2
BOS,BLB,1524.5715,1268.1525,9
BOS,INJ,1524.5715,1312.3342,7
BOS,FTW,1524.5715,1433.4027,3
BOS,MNL,1524.5715,1461.1439,2
BOS,ROC,1524.5715,1462.6226,2
BOS,TRI,1524.5715,1398.8395,4
BOS,DNN,1524.5715,1171.1479,12
BOS,INO,1524.5715,1439.172,3
BOS,SHE,1524.5715,1300.2838,8
BOS,WAT,1524.5715,1330.1293,7
BOS,AND,1524.5715,1525.3302,0
BOS,SYR,1524.5715,1559.7542,-1
BOS,MLH,1524.5715,1467.2375,2
BOS,STL,1524.5715,1526.5026,0
BOS,DET,1524.5715,1461.0784,2
BOS,CIN,1524.5715,1401.92,4
BOS,LAL,1524.5715,1283.2395,8
BOS,CHP,1524.5715,1253.2574,9
BOS,CHZ,1524.5715,1361.585,6
BOS,SFW,1524.5715,1410.2909,4
BOS,BAL,1524.5715,1510.1842,0
BOS,PHI,1524.5715,1276.1891,9
BOS,CHI,1524.5715,1591.0453,-2
BOS,SEA,1524.5715,1303.0555,8
BOS,OAK,1524.5715,1530.7813,0
BOS,ANA,1524.5715,1157.6787,13
BOS,INA,1524.5715,1505.9175,1
BOS,SDR,1524.5715,1497.4712,1
BOS,KEN,1524.5715,1546.7833,-1
BOS,DNR,1524.5715,1399.2731,4
BOS,DLC,1524.5715,1337.0886,7
BOS,HSM,1524.5715,1218.2058,11
BOS,NOB,1524.5715,1404.6008,4
BOS,MNM,1524.5715,1363.6349,6
BOS,NJA,1524.5715,1288.5856,8
BOS,PTP,1524.5715,1285.795,8
BOS,ATL,1524.5715,1580.7914,-2
BOS,MIL,1524.5715,1443.2714,3
BOS,PHO,1524.5715,1466.8416,2
BOS,NYA,1524.5715,1613.9209,-3
BOS,MMF,1524.5715,1208.356,11
BOS,MNP,1524.5715,1305.5549,8
BOS,LAS,1524.5715,1437.8818,3
BOS,CAR,1524.5715,1457.708,2
BOS,WSA,1524.5715,1423.321,4
BOS,BUF,1524.5715,1362.5,6
BOS,CLE,1524.5715,1692.0859,-6
BOS,UTS,1524.5715,1458.4646,2
BOS,FLO,1524.5715,1359.4403,6
BOS,PTC,1524.5715,1222.6328,11
BOS,POR,1524.5715,1556.7389,-1
BOS,VIR,1524.5715,1284.5851,8
BOS,TEX,1524.5715,1337.9463,7
BOS,MMP,1524.5715,1260.14,9
BOS,HOU,1524.5715,1654.6359,-5
BOS,GSW,1524.5715,1822.2881,-10
BOS,KCO,1524.5715,1469.8723,2
BOS,MMT,1524.5715,1296.172,8
BOS,SDA,1524.5715,1327.7251,7
BOS,CAP,1524.5715,1516.371,0
BOS,SAA,1524.5715,1622.063,-3
BOS,NOJ,1524.5715,1349.8588,6
BOS,MMS,1524.5715,1374.5734,5
BOS,DNA,1524.5715,1618.8855,-3
BOS,SSL,1524.5715,1449.8413,3
BOS,WSB,1524.5715,1560.2122,-1
BOS,KCK,1524.5715,1438.9736,3
BOS,SDS,1524.5715,1365.5189,6
BOS,IND,1524.5715,1504.8713,1
BOS,NYN,1524.5715,1290.3521,8
BOS,DEN,1524.5715,1422.3618,4
BOS,SAS,1524.5715,1720.9634,-7
BOS,NJN,1524.5715,1326.9081,7
BOS,SDC,1524.5715,1413.1757,4
BOS,UTA,1524.5715,1555.2854,-1
BOS,DAL,1524.5715,1556.583,-1
BOS,LAC,1524.5715,1694.5431,-6
BOS,SAC,1524.5715,1418.2802,4
BOS,CHH,1524.5715,1553.0612,-1
BOS,MIA,1524.5715,1455.8601,2
BOS,MIN,1524.5715,1263.958,9
BOS,ORL,1524.5715,1311.8915,7
BOS,VAN,1524.5715,1352.9355,6
BOS,TOR,1524.5715,1500.3939,1
BOS,WAS,1524.5715,1546.1045,-1
BOS,MEM,1524.5715,1608.3455,-3
BOS,NOH,1524.5715,1401.8344,4
BOS,CHA,1524.5715,1513.004,0
BOS,NOK,1524.5715,1499.1818,1
BOS,OKC,1524.5715,1583.2285,-2
BOS,BRK,1524.5715,1457.7372,2
BOS,NOP,1524.5715,1526.5709,0
BOS,CHO,1524.5715,1400.7305,4
PRO,TRH,1230.696,1208.3134,1
PRO,NYK,1230.696,1255.6846,-1
PRO,CHS,1230.696,1482.5576,-9
PRO,DTF,1230.696,1199.1213,1
PRO,WSC,1230.696,1370.736,-5
PRO,BOS,1230.696,1524.5715,-10
PRO,PIT,1230.696,1111.4615,4
PRO,STB,1230.696,1395.8203,-6
PRO,CLR,1230.696,1287.1998,-2
